Ball Speed,Ball Horizontal Line,Ball Length,Batsman Position,Ideal Shot
105.78349581665148,off stump,short pitched,0,Cut
94.67936821138031,middle stump,full pitched,1,Reverse Sweep
158.55798831638452,leg stump,yorker,1,Back-Foot Leg Glance
106.84006056835386,middle stump,yorker,0,Straight Drive
150.4689283311221,off stump,full pitched,1,Drive Off
90.69591453019775,middle stump,full pitched,0,Slog
89.1794233622575,middle stump,bouncer,1,Pull Shot
72.80206745960602,off stump,short pitched,1,Cut
128.65001428382965,off stump,good length,0,Square Cut
103.1673709351385,leg stump,short pitched,1,Pull Shot
147.79224248556733,leg stump,short pitched,1,Pull Shot
112.58889160224015,leg stump,good length,1,Leg Glance
157.13740851232495,off stump,short pitched,0,Cut
86.6972964132809,middle stump,yorker,1,Straight Drive
148.17608511600497,middle stump,yorker,1,Straight Drive
139.89371675125676,leg stump,good length,0,Back-Foot Leg Glance
139.3829660179647,leg stump,good length,1,Back-Foot Leg Glance
146.0304905305199,off stump,full pitched,0,Lofted Drive Off
138.4921591848699,middle stump,full pitched,1,Drive Straight
126.35982894682738,leg stump,short pitched,1,Pull Shot
81.81203899141488,off stump,short pitched,1,Cut
72.92735615421267,leg stump,good length,0,Leg Glance
152.8763063034118,off stump,short pitched,1,Cut
125.49852830686643,middle stump,bouncer,0,Pull Shot
141.68835618785587,off stump,yorker,0,Block Shot Forward
113.3370116361295,leg stump,short pitched,1,Pull Shot
80.5577370066155,leg stump,short pitched,1,Pull Shot
81.26672129822954,middle stump,full pitched,0,Sweep
131.70087585060742,middle stump,bouncer,1,Hook Shot
108.72753054095165,leg stump,short pitched,1,Pull Shot
88.0472254030303,leg stump,yorker,1,Back-Foot Leg Glance
114.24350920672933,leg stump,short pitched,1,Pull Shot
75.77880433676206,middle stump,good length,0,Upper Cut
122.37742617229588,leg stump,bouncer,1,Pull Shot
94.2094063991588,middle stump,short pitched,0,Late Cut
141.78031905734693,leg stump,bouncer,0,Hook Shot
97.93257630312164,off stump,short pitched,0,Cut
110.9698134173621,off stump,yorker,0,Block Shot Forward
71.04584859172905,leg stump,yorker,0,Leg Glance
76.5202199015103,off stump,bouncer,0,Pull Shot
105.32442007660163,middle stump,full pitched,0,Drive Straight
113.1944951245411,off stump,full pitched,1,Drive Off
124.00184933073734,off stump,good length,1,Square Cut
96.2496320838373,middle stump,full pitched,0,Slog
132.54836975138883,off stump,bouncer,1,Hook Shot
147.41101574702842,off stump,full pitched,1,Lofted Drive Off
140.18658900040148,leg stump,good length,1,Back-Foot Leg Glance
73.56569428135214,middle stump,short pitched,1,Upper Cut
113.24562525320461,middle stump,full pitched,0,Drive Straight
79.44371605763574,leg stump,bouncer,1,Pull Shot
91.78405142762747,leg stump,bouncer,0,Pull Shot
158.79963339404318,off stump,good length,1,Back-Foot Drive
82.8245988611362,off stump,good length,1,Square Cut
114.89993381062204,off stump,yorker,0,Block Shot Forward
125.63401608863072,leg stump,yorker,0,Leg Glance
133.22184734896936,middle stump,yorker,0,Straight Drive
120.36838151382227,off stump,short pitched,1,Cut
70.87937626772653,leg stump,bouncer,1,Pull Shot
99.38151774195927,middle stump,yorker,1,Straight Drive
116.59404790462403,leg stump,bouncer,0,Pull Shot
77.907984923035,off stump,good length,0,Square Cut
101.55642380882627,leg stump,short pitched,0,Pull Shot
72.988279791223,leg stump,good length,0,Leg Glance
77.07206474395187,leg stump,bouncer,0,Pull Shot
105.72309485814364,leg stump,yorker,1,Leg Glance
81.94441786387543,middle stump,good length,0,Late Cut
121.07867634354022,off stump,full pitched,0,Drive Off
132.0518472223539,middle stump,short pitched,1,Hook Shot
142.05280291981745,leg stump,bouncer,0,Hook Shot
88.01352198203291,leg stump,yorker,0,Back-Foot Leg Glance
85.07343240331627,off stump,good length,0,Square Cut
79.41110563009602,off stump,short pitched,0,Cut
127.2787224589273,middle stump,yorker,1,Straight Drive
133.5828153838211,middle stump,good length,0,Lofted Straight Drive
72.84275303430778,off stump,bouncer,1,Pull Shot
154.25910216193208,middle stump,full pitched,0,Drive Straight
74.67741552863252,leg stump,full pitched,1,Lofted Drive On
118.71667017709635,leg stump,bouncer,1,Pull Shot
133.81544675058248,off stump,short pitched,0,Cut
148.38722113714772,middle stump,bouncer,1,Hook Shot
134.2678238919185,leg stump,good length,1,Back-Foot Leg Glance
142.15552747628126,off stump,short pitched,1,Cut
100.55051732885255,middle stump,full pitched,0,Drive Straight
143.3342602371861,leg stump,good length,1,Back-Foot Leg Glance
77.21033617462076,middle stump,yorker,1,Straight Drive
150.53349904544748,middle stump,yorker,1,Straight Drive
119.28331385383626,middle stump,yorker,0,Straight Drive
143.55679929662443,off stump,full pitched,0,Lofted Drive Off
110.70864560664701,leg stump,bouncer,1,Pull Shot
127.92199256768725,off stump,short pitched,1,Cut
117.37623948425019,leg stump,full pitched,0,Drive On
135.84305695797985,leg stump,good length,1,Back-Foot Leg Glance
77.34669838275306,off stump,good length,0,Square Cut
75.43168755915075,off stump,yorker,1,Block Shot Forward
92.23929106091319,leg stump,short pitched,1,Pull Shot
84.35902121018695,leg stump,yorker,0,Leg Glance
148.46052099329813,leg stump,good length,0,Back-Foot Leg Glance
89.72925886222399,middle stump,good length,1,Upper Cut
157.82787302372182,leg stump,bouncer,0,Hook Shot
100.32062125939962,off stump,bouncer,1,Pull Shot
86.39061241198294,off stump,bouncer,1,Pull Shot
141.0728656428231,off stump,yorker,0,Block Shot Forward
129.28369979507886,leg stump,short pitched,1,Pull Shot
114.8376144807825,leg stump,bouncer,1,Pull Shot
119.98271958438681,middle stump,full pitched,0,Drive Straight
134.72816004450374,middle stump,bouncer,1,Hook Shot
90.56092671981688,off stump,yorker,1,Block Shot Forward
159.67005244510676,middle stump,short pitched,1,Hook Shot
157.73138459321046,middle stump,bouncer,1,Hook Shot
128.52931177122431,off stump,short pitched,0,Cut
87.95882058362307,leg stump,full pitched,1,Lofted Drive On
131.22054181881623,middle stump,good length,1,Lofted Straight Drive
76.49785680812583,leg stump,short pitched,1,Pull Shot
72.75872519852254,off stump,bouncer,1,Pull Shot
93.19145996600923,off stump,yorker,0,Block Shot Forward
111.63606610653846,middle stump,yorker,0,Straight Drive
148.14452548675425,off stump,yorker,0,Block Shot Forward
135.44521627896773,off stump,yorker,1,Block Shot Forward
136.8435869079983,off stump,short pitched,1,Cut
108.29440010032678,middle stump,yorker,0,Straight Drive
101.13414932922666,middle stump,good length,0,Drive Cover
103.39348866861425,middle stump,full pitched,1,Drive Straight
158.8884607362452,off stump,short pitched,0,Cut
73.60982722712342,leg stump,short pitched,1,Pull Shot
148.03283465102038,off stump,yorker,1,Block Shot Forward
122.0807867715154,middle stump,yorker,1,Straight Drive
109.47538772706315,leg stump,short pitched,1,Pull Shot
135.2731894373623,leg stump,yorker,1,Back-Foot Leg Glance
113.80020472822326,middle stump,yorker,1,Straight Drive
148.60809142734945,leg stump,yorker,1,Back-Foot Leg Glance
151.06316776101326,leg stump,yorker,1,Leg Glance
107.95488341861099,middle stump,yorker,0,Straight Drive
94.91450175115465,leg stump,bouncer,0,Pull Shot
123.3115295734026,leg stump,bouncer,0,Pull Shot
152.1127011055022,middle stump,bouncer,0,Hook Shot
88.95959701051,leg stump,short pitched,1,Pull Shot
126.06699252071346,leg stump,full pitched,0,Drive On
126.84041980832686,leg stump,short pitched,0,Pull Shot
135.98017201737528,leg stump,bouncer,1,Hook Shot
81.84109166145339,middle stump,short pitched,0,Late Cut
134.42424682138795,off stump,full pitched,0,Lofted Drive Off
151.8129268599077,off stump,yorker,0,Block Shot Forward
86.17147979832177,leg stump,good length,0,Leg Glance
91.378899243149,middle stump,bouncer,1,Pull Shot
157.42555846374756,middle stump,bouncer,0,Hook Shot
86.28792574385407,leg stump,full pitched,0,Lofted Drive On
146.89465840326213,off stump,yorker,0,Block Shot Forward
114.30500708032312,leg stump,yorker,0,Back-Foot Leg Glance
92.25079669628593,middle stump,good length,1,Drive Cover
148.36749111452605,middle stump,yorker,1,Straight Drive
110.0774729502399,off stump,full pitched,0,Drive Off
116.33356185367211,middle stump,yorker,1,Straight Drive
102.3310032459789,middle stump,full pitched,1,Drive Straight
123.36557662914348,middle stump,bouncer,1,Pull Shot
84.71714853265205,off stump,bouncer,1,Pull Shot
105.19733829865847,middle stump,bouncer,0,Pull Shot
157.24710901017588,leg stump,short pitched,1,Pull Shot
93.23200894310148,off stump,bouncer,0,Pull Shot
129.1062998087163,leg stump,full pitched,0,Lofted Drive On
99.26710578022254,leg stump,good length,0,Leg Glance
139.61258131179406,off stump,yorker,0,Block Shot Forward
81.77862946465149,leg stump,bouncer,0,Pull Shot
157.283894057069,off stump,short pitched,0,Cut
110.84105872452753,leg stump,short pitched,0,Pull Shot
91.24454170118176,off stump,full pitched,0,Drive Off
76.61470725970113,middle stump,good length,0,Drive Cover
85.27821145787867,middle stump,bouncer,0,Pull Shot
116.77965537004158,leg stump,bouncer,1,Pull Shot
100.33028587881577,middle stump,short pitched,1,Upper Cut
144.59950292943483,off stump,full pitched,1,Lofted Drive Off
108.77987712956254,leg stump,short pitched,0,Pull Shot
92.3842845328867,middle stump,short pitched,0,Upper Cut
125.5430487943627,middle stump,good length,0,Upper Cut
133.60994951969013,leg stump,full pitched,0,Lofted Drive On
85.03377171108549,middle stump,good length,0,Late Cut
85.08572946594859,middle stump,full pitched,1,Slog
73.30042842401886,leg stump,bouncer,1,Pull Shot
136.27618135590765,middle stump,yorker,0,Straight Drive
129.74240748596247,middle stump,yorker,0,Straight Drive
112.71677881748326,middle stump,full pitched,1,Drive Straight
145.97534040722775,middle stump,yorker,1,Straight Drive
142.5103137655048,leg stump,short pitched,1,Pull Shot
122.6818927957077,off stump,bouncer,0,Pull Shot
148.14441524619326,off stump,bouncer,0,Hook Shot
88.52570890330914,middle stump,yorker,0,Straight Drive
80.07276574579551,middle stump,full pitched,0,Sweep
94.27746503652907,off stump,short pitched,1,Cut
75.13781704803834,middle stump,full pitched,1,Slog
117.80525752009288,off stump,yorker,0,Block Shot Forward
154.29451230654655,leg stump,bouncer,1,Hook Shot
73.54091866016587,leg stump,bouncer,0,Pull Shot
80.98989226090241,leg stump,full pitched,1,Drive On
110.69791254550918,leg stump,good length,0,Leg Glance
154.04875157751144,leg stump,full pitched,1,Drive On
98.45404944790755,leg stump,good length,1,Leg Glance
115.65113278195531,off stump,full pitched,1,Lofted Drive Off
73.74155731453529,middle stump,good length,0,Upper Cut
83.350888086588,off stump,good length,1,Square Cut
158.7967110662962,leg stump,good length,0,Back-Foot Leg Glance
156.8606826792441,middle stump,good length,0,Lofted Off Drive
70.44459828409687,middle stump,short pitched,1,Upper Cut
155.6630606880915,leg stump,good length,0,Back-Foot Leg Glance
127.52079440339503,leg stump,good length,0,Leg Glance
148.11264650680198,leg stump,bouncer,0,Hook Shot
110.92658700704732,leg stump,short pitched,0,Pull Shot
116.40364257213253,leg stump,good length,1,Leg Glance
113.99619222312282,leg stump,yorker,0,Leg Glance
130.01778317914938,middle stump,short pitched,1,Hook Shot
82.56861292806816,leg stump,bouncer,0,Pull Shot
72.69762308854102,leg stump,full pitched,0,Lofted Drive On
97.71369474320718,middle stump,bouncer,0,Pull Shot
133.4212686462982,off stump,bouncer,0,Hook Shot
88.16681069106535,leg stump,short pitched,0,Pull Shot
130.60891899924258,middle stump,short pitched,0,Hook Shot
157.29208414965433,middle stump,yorker,0,Straight Drive
78.45106442104765,off stump,yorker,0,Block Shot Forward
130.53419064026136,leg stump,short pitched,0,Pull Shot
109.9375197374114,leg stump,short pitched,1,Pull Shot
148.13280289397548,leg stump,short pitched,1,Pull Shot
85.94348105026474,middle stump,full pitched,0,Reverse Sweep
132.33633570035482,leg stump,bouncer,0,Hook Shot
145.4303760683299,leg stump,yorker,0,Back-Foot Leg Glance
155.01527975266208,leg stump,yorker,1,Back-Foot Leg Glance
131.49232254606812,leg stump,good length,1,Back-Foot Leg Glance
114.74572876075845,off stump,full pitched,1,Drive Off
125.60625161810924,off stump,short pitched,0,Cut
148.20144860308466,off stump,short pitched,0,Cut
121.35487719749467,leg stump,full pitched,1,Lofted Drive On
72.73483537271532,leg stump,yorker,0,Leg Glance
153.785382595628,middle stump,short pitched,0,Hook Shot
132.0574075928405,middle stump,good length,1,Lofted On Drive
130.8862047199522,middle stump,yorker,0,Straight Drive
89.41076371579454,leg stump,bouncer,1,Pull Shot
129.29969232093916,off stump,full pitched,1,Drive Off
105.44779650887426,off stump,yorker,0,Block Shot Forward
128.6109679337343,off stump,bouncer,1,Pull Shot
79.59337272771917,leg stump,good length,0,Leg Glance
129.20607741427324,off stump,full pitched,1,Drive Off
159.94723531936,middle stump,short pitched,0,Hook Shot
74.33908349745005,middle stump,short pitched,0,Late Cut
157.94567657991854,off stump,bouncer,0,Hook Shot
106.62171646505836,middle stump,yorker,0,Straight Drive
148.36781053035332,off stump,good length,1,Back-Foot Drive
140.4146935652446,off stump,bouncer,1,Hook Shot
121.0314634888001,middle stump,good length,0,Drive Cover
136.46042883261939,middle stump,good length,0,Lofted Off Drive
149.0664005171213,middle stump,good length,0,Lofted Off Drive
106.37262894859296,middle stump,full pitched,1,Drive Straight
99.43298454069148,off stump,bouncer,1,Pull Shot
130.0834047007226,middle stump,full pitched,0,Drive Straight
142.7061347747133,middle stump,yorker,1,Straight Drive
138.60566212989542,leg stump,yorker,0,Back-Foot Leg Glance
141.8032283972771,middle stump,short pitched,1,Hook Shot
109.20249833316397,middle stump,short pitched,0,Late Cut
143.60507945575193,off stump,short pitched,0,Cut
80.81881498335476,off stump,yorker,0,Block Shot Forward
119.00401881647646,leg stump,good length,1,Leg Glance
70.51827944483094,middle stump,good length,0,Late Cut
99.21272469102433,middle stump,bouncer,1,Pull Shot
102.9815381384258,middle stump,yorker,1,Straight Drive
105.65554224483299,middle stump,short pitched,0,Late Cut
132.5920486020876,middle stump,yorker,0,Straight Drive
104.97022911433112,middle stump,good length,0,Drive Cover
110.38242603602777,leg stump,good length,1,Leg Glance
91.37897177868948,middle stump,full pitched,1,Sweep
103.5926612466406,middle stump,full pitched,1,Drive Straight
90.45426645368363,middle stump,bouncer,1,Pull Shot
76.58763313915993,leg stump,yorker,1,Leg Glance
124.31037340432401,middle stump,full pitched,1,Drive Straight
130.13915186995146,leg stump,full pitched,1,Drive On
125.7541311408653,off stump,yorker,0,Block Shot Forward
111.71446394205151,middle stump,good length,0,Upper Cut
104.18072021613068,leg stump,bouncer,0,Pull Shot
147.70002846146429,off stump,bouncer,1,Hook Shot
116.71736066225962,leg stump,bouncer,0,Pull Shot
113.12636898667579,leg stump,full pitched,1,Lofted Drive On
72.30778592257921,off stump,good length,1,Square Cut
100.71230448635407,middle stump,bouncer,1,Pull Shot
104.21760569072714,middle stump,yorker,1,Straight Drive
105.89405028072105,leg stump,bouncer,0,Pull Shot
122.2155132304599,off stump,short pitched,1,Cut
118.02422920541906,middle stump,good length,0,Late Cut
124.71145835141002,leg stump,short pitched,1,Pull Shot
138.83949353879154,off stump,good length,0,Back-Foot Drive
143.1687164844484,leg stump,yorker,1,Back-Foot Leg Glance
134.6310768603845,off stump,full pitched,1,Drive Off
155.99713263594413,middle stump,full pitched,0,Drive Straight
71.64093244087255,middle stump,good length,0,Drive Cover
87.62001871151915,leg stump,bouncer,0,Pull Shot
70.6806587480328,middle stump,short pitched,1,Late Cut
128.27272427391426,middle stump,yorker,1,Straight Drive
150.82274940549883,off stump,bouncer,1,Hook Shot
91.91340669186694,middle stump,full pitched,0,Sweep
153.43310903166758,off stump,bouncer,0,Hook Shot
75.42406512606047,off stump,short pitched,0,Cut
154.09924241249627,leg stump,full pitched,1,Lofted Drive On
101.6460418515671,off stump,good length,1,Square Cut
79.12787456042949,middle stump,yorker,0,Straight Drive
113.7284583267693,off stump,yorker,1,Block Shot Forward
93.10989109484572,off stump,full pitched,1,Drive Off
95.63856117657306,leg stump,good length,1,Leg Glance
97.65609684336579,middle stump,short pitched,0,Late Cut
142.2723308049397,middle stump,yorker,0,Straight Drive
118.52451490077291,middle stump,full pitched,0,Drive Straight
98.01769292404033,off stump,yorker,1,Block Shot Forward
124.93004049798265,middle stump,good length,0,Late Cut
134.45356068008743,middle stump,short pitched,0,Hook Shot
94.53616006601804,off stump,good length,1,Square Cut
107.21941913728163,leg stump,bouncer,1,Pull Shot
80.96974840032527,leg stump,good length,1,Leg Glance
86.30344145812123,off stump,good length,1,Square Cut
131.30060685684845,leg stump,yorker,0,Leg Glance
86.32945129260642,leg stump,good length,1,Leg Glance
117.26470453003542,leg stump,full pitched,1,Drive On
133.81416355501895,middle stump,yorker,1,Straight Drive
79.61892307852695,leg stump,yorker,1,Back-Foot Leg Glance
121.05809976660132,middle stump,bouncer,1,Pull Shot
93.09065053312274,leg stump,full pitched,1,Lofted Drive On
156.66341877138217,middle stump,good length,0,Lofted Straight Drive
113.51910820479323,off stump,bouncer,0,Pull Shot
142.53932947976423,off stump,full pitched,0,Lofted Drive Off
119.52038879406356,leg stump,bouncer,0,Pull Shot
73.90712795693372,middle stump,short pitched,1,Late Cut
126.98362380346201,off stump,good length,1,Square Cut
155.62630079859912,off stump,bouncer,1,Hook Shot
124.1450638131698,off stump,short pitched,0,Cut
143.72699734841112,off stump,good length,1,Back-Foot Drive
149.5785817013567,leg stump,bouncer,1,Hook Shot
90.52717947540393,middle stump,bouncer,1,Pull Shot
89.0840355917404,off stump,bouncer,1,Pull Shot
124.98828899658926,leg stump,bouncer,0,Pull Shot
106.99256228260342,off stump,yorker,1,Block Shot Forward
145.58751725800482,off stump,bouncer,1,Hook Shot
151.002081105821,off stump,yorker,1,Block Shot Forward
101.80792413724463,off stump,yorker,0,Block Shot Forward
91.31835030770338,leg stump,short pitched,1,Pull Shot
140.24729637194758,middle stump,good length,1,Lofted On Drive
94.73254319933224,leg stump,yorker,1,Back-Foot Leg Glance
144.03528866623105,leg stump,full pitched,1,Lofted Drive On
108.13644282838865,leg stump,yorker,1,Back-Foot Leg Glance
130.07949093623233,off stump,full pitched,1,Drive Off
78.59817824512014,middle stump,short pitched,1,Late Cut
126.14733922089158,off stump,full pitched,0,Drive Off
110.65909108635063,leg stump,short pitched,0,Pull Shot
122.79476168579268,off stump,short pitched,1,Cut
85.12127869703771,middle stump,short pitched,1,Late Cut
136.31863704497638,middle stump,full pitched,0,Drive Straight
147.65173697889057,off stump,full pitched,0,Lofted Drive Off
89.5065820081698,leg stump,short pitched,0,Pull Shot
78.61430999681455,off stump,short pitched,0,Cut
72.12747274417028,leg stump,good length,1,Leg Glance
127.77743503989393,middle stump,short pitched,1,Upper Cut
124.63846324799027,off stump,bouncer,1,Pull Shot
119.2027671442663,middle stump,good length,1,Upper Cut
90.87523865043778,leg stump,good length,1,Leg Glance
105.18153963149632,leg stump,good length,0,Leg Glance
123.50287016675557,off stump,bouncer,0,Pull Shot
114.70901729732525,off stump,good length,0,Square Cut
158.90069681933986,off stump,good length,0,Back-Foot Drive
82.27957773010598,middle stump,full pitched,0,Sweep
132.56300986428346,leg stump,full pitched,1,Drive On
106.3886891293863,leg stump,short pitched,0,Pull Shot
108.53796534330533,middle stump,short pitched,0,Upper Cut
134.58379890923587,off stump,yorker,1,Block Shot Forward
132.31925361919326,off stump,bouncer,1,Hook Shot
159.21303943319697,middle stump,full pitched,1,Drive Straight
81.55548605087127,leg stump,short pitched,1,Pull Shot
79.36986844457498,leg stump,bouncer,1,Pull Shot
135.1904935415867,leg stump,good length,0,Back-Foot Leg Glance
122.05482253057681,leg stump,bouncer,1,Pull Shot
94.67445999038253,middle stump,full pitched,1,Reverse Sweep
77.1477432090088,leg stump,yorker,0,Leg Glance
77.70924246367875,middle stump,full pitched,0,Slog
150.47717871977065,off stump,short pitched,1,Cut
87.26805922468687,middle stump,short pitched,1,Upper Cut
99.10344059039687,leg stump,bouncer,0,Pull Shot
90.39907620042892,off stump,full pitched,1,Lofted Drive Off
101.94966752487436,middle stump,short pitched,1,Late Cut
76.24814584714841,middle stump,good length,1,Late Cut
116.71538118174433,middle stump,good length,1,Upper Cut
76.08513072329934,off stump,yorker,1,Block Shot Forward
142.03208570401256,middle stump,bouncer,0,Hook Shot
91.03408737193897,leg stump,short pitched,0,Pull Shot
118.60107231440595,off stump,yorker,1,Block Shot Forward
149.20711788053126,off stump,good length,1,Back-Foot Drive
128.57896321424747,middle stump,yorker,0,Straight Drive
117.96620078962017,leg stump,yorker,0,Back-Foot Leg Glance
99.1900377803838,off stump,short pitched,0,Cut
99.97017217523782,middle stump,short pitched,1,Late Cut
130.25382596783712,leg stump,short pitched,0,Pull Shot
159.47254250990508,middle stump,bouncer,1,Hook Shot
129.5655270864441,middle stump,yorker,1,Straight Drive
120.20050756330224,off stump,yorker,1,Block Shot Forward
135.75854592153215,off stump,bouncer,1,Hook Shot
111.86850510553464,middle stump,good length,1,Late Cut
75.41281083407067,off stump,full pitched,0,Lofted Drive Off
120.60671342901188,off stump,good length,0,Square Cut
156.1862756054842,leg stump,bouncer,0,Hook Shot
85.77726481218937,leg stump,yorker,0,Leg Glance
132.1004401738599,middle stump,yorker,1,Straight Drive
88.08403197931509,middle stump,short pitched,0,Upper Cut
118.22449160257732,middle stump,short pitched,0,Upper Cut
78.70088046820476,middle stump,yorker,0,Straight Drive
110.53338426323666,leg stump,yorker,0,Leg Glance
138.05469960057215,off stump,short pitched,0,Cut
101.28143718150838,leg stump,short pitched,0,Pull Shot
129.8420552038496,middle stump,good length,1,Upper Cut
141.59049647107562,middle stump,yorker,1,Straight Drive
153.44600375315073,leg stump,yorker,0,Leg Glance
91.11778736699083,leg stump,bouncer,1,Pull Shot
105.93843242283774,middle stump,good length,1,Drive Cover
83.71744119973756,off stump,full pitched,1,Drive Off
159.3235151942538,middle stump,full pitched,1,Drive Straight
153.43008711318657,leg stump,full pitched,1,Lofted Drive On
118.59614172525036,middle stump,short pitched,0,Late Cut
145.78299649387793,middle stump,full pitched,1,Drive Straight
116.8862179544838,off stump,bouncer,1,Pull Shot
126.12271192024838,middle stump,short pitched,0,Upper Cut
78.0211988904415,middle stump,short pitched,1,Upper Cut
137.9743378447127,middle stump,full pitched,1,Drive Straight
81.49421352717113,leg stump,short pitched,0,Pull Shot
144.34608672272753,leg stump,good length,1,Back-Foot Leg Glance
140.38252789033473,off stump,good length,0,Back-Foot Drive
133.7870227968679,middle stump,full pitched,1,Drive Straight
73.25443424722859,leg stump,bouncer,1,Pull Shot
97.28155203507957,off stump,short pitched,0,Cut
93.68013129197585,middle stump,yorker,1,Straight Drive
102.41227667243672,off stump,full pitched,0,Lofted Drive Off
77.88784720874547,off stump,short pitched,1,Cut
154.32620407279563,off stump,full pitched,1,Lofted Drive Off
119.84220166411387,off stump,full pitched,1,Lofted Drive Off
97.49718795922212,off stump,bouncer,1,Pull Shot
105.7283365366855,off stump,yorker,0,Block Shot Forward
110.2482286454352,off stump,short pitched,1,Cut
124.05349000245556,middle stump,full pitched,1,Drive Straight
116.4111484926848,middle stump,full pitched,0,Drive Straight
152.74527758929756,off stump,short pitched,0,Cut
114.72671346152472,middle stump,full pitched,0,Drive Straight
159.29422133409815,off stump,full pitched,1,Drive Off
146.62824619705862,middle stump,full pitched,0,Drive Straight
88.76594629216022,leg stump,good length,0,Leg Glance
153.75356931795247,off stump,good length,0,Back-Foot Drive
80.47297580969285,leg stump,yorker,0,Back-Foot Leg Glance
143.57047376420724,off stump,bouncer,1,Hook Shot
104.2560964128922,off stump,short pitched,1,Cut
149.01768884005625,leg stump,bouncer,1,Hook Shot
148.12510210967054,leg stump,bouncer,0,Hook Shot
142.5332860105859,leg stump,good length,0,Back-Foot Leg Glance
141.1027392676355,off stump,yorker,0,Block Shot Forward
97.42112251882367,leg stump,bouncer,1,Pull Shot
77.28273547461269,leg stump,bouncer,0,Pull Shot
106.26821608886453,middle stump,full pitched,0,Drive Straight
85.61720634878579,middle stump,short pitched,1,Upper Cut
132.54559800122155,leg stump,yorker,1,Back-Foot Leg Glance
101.1489753884007,leg stump,short pitched,1,Pull Shot
157.80491807739236,leg stump,good length,1,Back-Foot Leg Glance
127.68748696107988,leg stump,bouncer,1,Pull Shot
144.0232507270925,middle stump,bouncer,0,Hook Shot
81.92722054676636,off stump,short pitched,0,Cut
147.58130340453602,leg stump,good length,0,Back-Foot Leg Glance
153.0481471462055,leg stump,full pitched,1,Lofted Drive On
113.83557269370422,middle stump,full pitched,1,Drive Straight
124.56276439758797,leg stump,bouncer,1,Pull Shot
138.8328820812696,leg stump,bouncer,1,Hook Shot
85.73547645343713,middle stump,yorker,0,Straight Drive
115.23094688170983,leg stump,short pitched,0,Pull Shot
105.87967249950819,leg stump,bouncer,0,Pull Shot
83.17365929460242,middle stump,good length,0,Upper Cut
103.07809800623784,off stump,short pitched,0,Cut
76.13550784469442,leg stump,yorker,0,Back-Foot Leg Glance
72.32307162545384,leg stump,full pitched,0,Drive On
82.16496602393406,off stump,yorker,0,Block Shot Forward
156.68036004302564,middle stump,short pitched,1,Hook Shot
119.45765823055153,off stump,full pitched,0,Lofted Drive Off
156.9239945037898,leg stump,good length,0,Back-Foot Leg Glance
108.92480904971188,off stump,full pitched,1,Drive Off
98.06345197767337,middle stump,full pitched,1,Slog
115.55276765562198,leg stump,good length,0,Leg Glance
109.55605197696191,middle stump,bouncer,0,Pull Shot
79.50982158355696,middle stump,bouncer,1,Pull Shot
127.67436832211857,off stump,full pitched,1,Drive Off
89.44343642586396,off stump,full pitched,1,Lofted Drive Off
125.76291594080466,middle stump,yorker,0,Straight Drive
128.5180983158338,middle stump,bouncer,1,Pull Shot
83.68223678157833,leg stump,good length,0,Leg Glance
75.52146643996014,middle stump,full pitched,1,Slog
140.2685427461596,middle stump,full pitched,0,Drive Straight
111.38203813923882,off stump,yorker,1,Block Shot Forward
75.23474159549282,middle stump,yorker,0,Straight Drive
159.53796854527906,middle stump,yorker,1,Straight Drive
75.200250489673,off stump,short pitched,1,Cut
132.5531705972698,leg stump,good length,0,Back-Foot Leg Glance
158.53110327370723,off stump,short pitched,0,Cut
91.52620937943331,off stump,full pitched,0,Lofted Drive Off
82.80244318184765,middle stump,yorker,1,Straight Drive
80.9246445480186,middle stump,yorker,1,Straight Drive
97.2947632810836,leg stump,yorker,1,Back-Foot Leg Glance
79.0941229909582,middle stump,bouncer,1,Pull Shot
132.29452075247187,leg stump,good length,1,Back-Foot Leg Glance
75.60626183170564,leg stump,short pitched,0,Pull Shot
115.84799153348106,leg stump,good length,0,Leg Glance
159.7027168467679,leg stump,yorker,1,Leg Glance
143.25732425554168,middle stump,full pitched,1,Drive Straight
125.36974944079098,off stump,bouncer,0,Pull Shot
97.56282587079505,off stump,good length,1,Square Cut
126.15062526624746,middle stump,full pitched,0,Drive Straight
117.43373175204864,middle stump,yorker,0,Straight Drive
108.34750455013344,leg stump,yorker,0,Leg Glance
81.76393390661795,middle stump,yorker,0,Straight Drive
149.794379371642,off stump,yorker,0,Block Shot Forward
110.48061839391903,middle stump,bouncer,1,Pull Shot
87.51602606386885,middle stump,bouncer,0,Pull Shot
103.09834157895607,leg stump,good length,1,Leg Glance
107.27167772760343,leg stump,yorker,0,Back-Foot Leg Glance
144.47841060101868,leg stump,bouncer,1,Hook Shot
136.0252942505262,leg stump,full pitched,0,Lofted Drive On
139.23744042772057,off stump,bouncer,1,Hook Shot
70.99281379857825,middle stump,bouncer,1,Pull Shot
107.45385983617854,middle stump,good length,0,Drive Cover
113.32097364717913,leg stump,bouncer,0,Pull Shot
71.7273049140751,off stump,full pitched,0,Lofted Drive Off
93.38318878705309,off stump,yorker,1,Block Shot Forward
138.42608408099215,middle stump,short pitched,0,Hook Shot
82.33987351560991,leg stump,good length,0,Leg Glance
118.17791183073325,middle stump,full pitched,1,Drive Straight
89.36816848155138,middle stump,good length,0,Drive Cover
